year,category,source,series_id,value
2005,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,217.34166666666667
2005,shelter,BLS CPI-U,CUUR0000SAH1,224.42499999999998
2005,transportation,BLS CPI-U,CUUR0000SAT,173.90833333333333
2005,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.44166666666666
2006,apparel,BLS CPI-U,CUUR0000SAA,119.45
2006,cpi_all,BLS CPI-U,CUUR0000SA0,201.59166666666667
2006,durables,BLS CPI-U,CUUR0000SAD,114.46666666666665
2006,education_communication,BLS CPI-U,CUUR0000SAE,116.76666666666667
2006,energy,BLS CPI-U,CUUR0000SA0E,196.85833333333335
2006,food,BLS CPI-U,CUUR0000SAF1,195.17499999999998
2006,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.02499999999999
2006,medical_care,BLS CPI-U,CUUR0000SAM,336.18333333333334
2006,new_vehicles,BLS CPI-U,CUUR0000SETA01,137.58333333333334
2006,recreation,BLS CPI-U,CUUR0000SAR,110.925
2006,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,225.09166666666667
2006,shelter,BLS CPI-U,CUUR0000SAH1,232.13333333333333
2006,transportation,BLS CPI-U,CUUR0000SAT,180.85833333333335
2006,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.99166666666667
2007,apparel,BLS CPI-U,CUUR0000SAA,118.99825
2007,cpi_all,BLS CPI-U,CUUR0000SA0,207.34241666666665
2007,durables,BLS CPI-U,CUUR0000SAD,112.47341666666667
2007,education_communication,BLS CPI-U,CUUR0000SAE,119.57666666666667
2007,energy,BLS CPI-U,CUUR0000SA0E,207.72325
2007,food,BLS CPI-U,CUUR0000SAF1,202.91591666666667
2007,household_furnishings,BLS CPI-U,CUUR0000SAH3,126.8745
2007,medical_care,BLS CPI-U,CUUR0000SAM,351.05358333333334
2007,new_vehicles,BLS CPI-U,CUUR0000SETA01,136.25441666666666
2007,recreation,BLS CPI-U,CUUR0000SAR,111.44324999999999
2007,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,234.67891666666665
2007,shelter,BLS CPI-U,CUUR0000SAH1,240.61058333333335
2007,transportation,BLS CPI-U,CUUR0000SAT,184.68158333333335
2007,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,135.74666666666667
2008,apparel,BLS CPI-U,CUUR0000SAA,118.90691666666667
2008,cpi_all,BLS CPI-U,CUUR0000SA0,215.3025
2008,durables,BLS CPI-U,CUUR0000SAD,110.87733333333334
2008,education_communication,BLS CPI-U,CUUR0000SAE,123.63141666666667
2008,energy,BLS CPI-U,CUUR0000SA0E,236.66625
2008,food,BLS CPI-U,CUUR0000SAF1,214.10641666666666
2008,household_furnishings,BLS CPI-U,CUUR0000SAH3,127.80041666666666
2008,medical_care,BLS CPI-U,CUUR0000SAM,364.06483333333335
2008,new_vehicles,BLS CPI-U,CUUR0000SETA01,134.19366666666667
2008,recreation,BLS CPI-U,CUUR0000SAR,113.25391666666667
2008,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,243.27116666666666
2008,shelter,BLS CPI-U,CUUR0000SAH1,246.66641666666666
2008,transportation,BLS CPI-U,CUUR0000SAT,195.54933333333335
2008,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,133.95116666666667
2009,apparel,BLS CPI-U,CUUR0000SAA,120.07816666666668
2009,cpi_all,BLS CPI-U,CUUR0000SA0,214.537
2009,durables,BLS CPI-U,CUUR0000SAD,109.85891666666667
2009,education_communication,BLS CPI-U,CUUR0000SAE,127.39333333333333
2009,energy,BLS CPI-U,CUUR0000SA0E,193.12625
2009,food,BLS CPI-U,CUUR0000SAF1,217.95508333333336
2009,household_furnishings,BLS CPI-U,CUUR0000SAH3,128.70141666666666
2009,medical_care,BLS CPI-U,CUUR0000SAM,375.61325000000005
2009,new_vehicles,BLS CPI-U,CUUR0000SETA01,135.62341666666666
2009,recreation,BLS CPI-U,CUUR0000SAR,114.27233333333334
2009,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,248.81158333333335
2009,shelter,BLS CPI-U,CUUR0000SAH1,249.35425
2009,transportation,BLS CPI-U,CUUR0000SAT,179.25241666666668
2009,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,126.97275
2010,apparel,BLS CPI-U,CUUR0000SAA,119.50308333333334
2010,cpi_all,BLS CPI-U,CUUR0000SA0,218.05550000000002
2010,durables,BLS CPI-U,CUUR0000SAD,111.32433333333334
2010,education_communication,BLS CPI-U,CUUR0000SAE,129.91916666666665
2010,energy,BLS CPI-U,CUUR0000SA0E,211.44899999999998
2010,food,BLS CPI-U,CUUR0000SAF1,219.62508333333335
2010,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.4895
2010,medical_care,BLS CPI-U,CUUR0000SAM,388.4356666666667
2010,new_vehicles,BLS CPI-U,CUUR0000SETA01,138.0055
2010,recreation,BLS CPI-U,CUUR0000SAR,113.31325
2010,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,249.38541666666666
2010,shelter,BLS CPI-U,CUUR0000SAH1,248.39616666666666
2010,transportation,BLS CPI-U,CUUR0000SAT,193.3959166666667
2010,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.12808333333334
2011,apparel,BLS CPI-U,CUUR0000SAA,122.11066666666666
2011,cpi_all,BLS CPI-U,CUUR0000SA0,224.93916666666667
2011,durables,BLS CPI-U,CUUR0000SAD,112.55658333333334
2011,education_communication,BLS CPI-U,CUUR0000SAE,131.46641666666667
2011,energy,BLS CPI-U,CUUR0000SA0E,243.90908333333334
2011,food,BLS CPI-U,CUUR0000SAF1,227.8415
2011,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.94258333333333
2011,medical_care,BLS CPI-U,CUUR0000SAM,400.2575
2011,new_vehicles,BLS CPI-U,CUUR0000SETA01,141.88341666666668
2011,recreation,BLS CPI-U,CUUR0000SAR,113.35733333333333
2011,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,253.63816666666665
2011,shelter,BLS CPI-U,CUUR0000SAH1,251.64575
2011,transportation,BLS CPI-U,CUUR0000SAT,212.36599999999999
2011,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.0105
2012,apparel,BLS CPI-U,CUUR0000SAA,126.26458333333333
2012,cpi_all,BLS CPI-U,CUUR0000SA0,229.59391666666667
2012,durables,BLS CPI-U,CUUR0000SAD,112.79025
2012,education_communication,BLS CPI-U,CUUR0000SAE,133.84433333333334
2012,energy,BLS CPI-U,CUUR0000SA0E,246.08041666666668
2012,food,BLS CPI-U,CUUR0000SAF1,233.77733333333333
2012,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.74900000000001
2012,medical_care,BLS CPI-U,CUUR0000SAM,414.9239166666666
2012,new_vehicles,BLS CPI-U,CUUR0000SETA01,144.23208333333332
2012,recreation,BLS CPI-U,CUUR0000SAR,114.70258333333334
2012,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,260.3668333333333
2012,shelter,BLS CPI-U,CUUR0000SAH1,257.0835
2012,transportation,BLS CPI-U,CUUR0000SAT,217.33741666666666
2012,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,150.33016666666666
2013,apparel,BLS CPI-U,CUUR0000SAA,127.41133333333333
2013,cpi_all,BLS CPI-U,CUUR0000SA0,232.95708333333334
2013,durables,BLS CPI-U,CUUR0000SAD,111.88875
2013,education_communication,BLS CPI-U,CUUR0000SAE,135.88633333333334
2013,energy,BLS CPI-U,CUUR0000SA0E,244.40949999999998
2013,food,BLS CPI-U,CUUR0000SAF1,237.03691666666668
2013,household_furnishings,BLS CPI-U,CUUR0000SAH3,124.7645
2013,medical_care,BLS CPI-U,CUUR0000SAM,425.13449999999995
2013,new_vehicles,BLS CPI-U,CUUR0000SETA01,145.78333333333333
2013,recreation,BLS CPI-U,CUUR0000SAR,115.26608333333333
2013,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,267.7245833333333
2013,shelter,BLS CPI-U,CUUR0000SAH1,263.05575
2013,transportation,BLS CPI-U,CUUR0000SAT,217.4115833333333
2013,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.88683333333333
2014,apparel,BLS CPI-U,CUUR0000SAA,127.51425
2014,cpi_all,BLS CPI-U,CUUR0000SA0,236.73616666666666
2014,durables,BLS CPI-U,CUUR0000SAD,110.34933333333333
2014,education_communication,BLS CPI-U,CUUR0000SAE,137.51791666666665
2014,energy,BLS CPI-U,CUUR0000SA0E,243.5834166666667
2014,food,BLS CPI-U,CUUR0000SAF1,242.7245
2014,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.14725
2014,medical_care,BLS CPI-U,CUUR0000SAM,435.29224999999997
2014,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.27483333333333
2014,recreation,BLS CPI-U,CUUR0000SAR,115.54341666666666
2014,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,276.1619166666667
2014,shelter,BLS CPI-U,CUUR0000SAH1,270.513
2014,transportation,BLS CPI-U,CUUR0000SAT,215.93925000000002
2014,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,149.09375
2015,apparel,BLS CPI-U,CUUR0000SAA,125.90249999999999
2015,cpi_all,BLS CPI-U,CUUR0000SA0,237.01700000000002
2015,durables,BLS CPI-U,CUUR0000SAD,109.11608333333334
2015,education_communication,BLS CPI-U,CUUR0000SAE,138.2085
2015,energy,BLS CPI-U,CUUR0000SA0E,202.89499999999998
2015,food,BLS CPI-U,CUUR0000SAF1,247.23483333333334
2015,household_furnishings,BLS CPI-U,CUUR0000SAH3,122.60433333333333
2015,medical_care,BLS CPI-U,CUUR0000SAM,446.7520833333333
2015,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.135
2015,recreation,BLS CPI-U,CUUR0000SAR,115.94141666666667
2015,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,286.03191666666663
2015,shelter,BLS CPI-U,CUUR0000SAH1,278.80266666666665
2015,transportation,BLS CPI-U,CUUR0000SAT,199.06658333333334
2015,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,147.1195
2016,apparel,BLS CPI-U,CUUR0000SAA,126.04533333333332
2016,cpi_all,BLS CPI-U,CUUR0000SA0,240.00716666666665
2016,durables,BLS CPI-U,CUUR0000SAD,107.27908333333333
2016,education_communication,BLS CPI-U,CUUR0000SAE,139.13325
2016,energy,BLS CPI-U,CUUR0000SA0E,189.53491666666665
2016,food,BLS CPI-U,CUUR0000SAF1,247.93125
2016,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.61483333333332
2016,medical_care,BLS CPI-U,CUUR0000SAM,463.6746666666667
2016,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.3575
2016,recreation,BLS CPI-U,CUUR0000SAR,116.98441666666666
2016,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,296.82041666666663
2016,shelter,BLS CPI-U,CUUR0000SAH1,288.23
2016,transportation,BLS CPI-U,CUUR0000SAT,194.89358333333334
2016,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,143.48833333333332
2017,apparel,BLS CPI-U,CUUR0000SAA,125.61200000000001
2017,cpi_all,BLS CPI-U,CUUR0000SA0,245.11958333333334
2017,durables,BLS CPI-U,CUUR0000SAD,105.28291666666667
2017,education_communication,BLS CPI-U,CUUR0000SAE,136.50675
2017,energy,BLS CPI-U,CUUR0000SA0E,204.53975
2017,food,BLS CPI-U,CUUR0000SAF1,250.06491666666668
2017,household_furnishings,BLS CPI-U,CUUR0000SAH3,120.71591666666666
2017,medical_care,BLS CPI-U,CUUR0000SAM,475.32183333333336
2017,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.99224999999998
2017,recreation,BLS CPI-U,CUUR0000SAR,118.50383333333333
2017,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,308.14258333333333
2017,shelter,BLS CPI-U,CUUR0000SAH1,297.80325
2017,transportation,BLS CPI-U,CUUR0000SAT,201.56508333333332
2017,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.259
2018,apparel,BLS CPI-U,CUUR0000SAA,125.65441666666668
2018,cpi_all,BLS CPI-U,CUUR0000SA0,251.10683333333336
2018,durables,BLS CPI-U,CUUR0000SAD,104.42033333333335
2018,education_communication,BLS CPI-U,CUUR0000SAE,136.78641666666667
2018,energy,BLS CPI-U,CUUR0000SA0E,219.94133333333332
2018,food,BLS CPI-U,CUUR0000SAF1,253.55816666666666
2018,household_furnishings,BLS CPI-U,CUUR0000SAH3,121.56608333333334
2018,medical_care,BLS CPI-U,CUUR0000SAM,484.70700000000005
2018,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.28666666666666
2018,recreation,BLS CPI-U,CUUR0000SAR,119.09100000000001
2018,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,319.28875
2018,shelter,BLS CPI-U,CUUR0000SAH1,307.66275
2018,transportation,BLS CPI-U,CUUR0000SAT,210.6635
2018,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,138.385
2019,apparel,BLS CPI-U,CUUR0000SAA,124.05166666666666
2019,cpi_all,BLS CPI-U,CUUR0000SA0,255.65741666666668
2019,durables,BLS CPI-U,CUUR0000SAD,104.78066666666666
2019,education_communication,BLS CPI-U,CUUR0000SAE,137.78966666666665
2019,energy,BLS CPI-U,CUUR0000SA0E,215.29408333333333
2019,food,BLS CPI-U,CUUR0000SAF1,258.3161666666667
2019,household_furnishings,BLS CPI-U,CUUR0000SAH3,123.79741666666666
2019,medical_care,BLS CPI-U,CUUR0000SAM,498.41333333333336
2019,new_vehicles,BLS CPI-U,CUUR0000SETA01,146.834
2019,recreation,BLS CPI-U,CUUR0000SAR,120.61541666666666
2019,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,331.12375000000003
2019,shelter,BLS CPI-U,CUUR0000SAH1,318.0534166666667
2019,transportation,BLS CPI-U,CUUR0000SAT,210.06825
2019,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,139.76308333333336
2020,apparel,BLS CPI-U,CUUR0000SAA,118.07866666666666
2020,cpi_all,BLS CPI-U,CUUR0000SA0,258.8111666666667
2020,durables,BLS CPI-U,CUUR0000SAD,105.72258333333333
2020,education_communication,BLS CPI-U,CUUR0000SAE,140.29983333333334
2020,energy,BLS CPI-U,CUUR0000SA0E,196.94933333333333
2020,food,BLS CPI-U,CUUR0000SAF1,267.21933333333334
2020,household_furnishings,BLS CPI-U,CUUR0000SAH3,125.92641666666667
2020,medical_care,BLS CPI-U,CUUR0000SAM,518.8755
2020,new_vehicles,BLS CPI-U,CUUR0000SETA01,147.60025
2020,recreation,BLS CPI-U,CUUR0000SAR,122.24183333333333
2020,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,341.46775
2020,shelter,BLS CPI-U,CUUR0000SAH1,325.88550000000004
2020,transportation,BLS CPI-U,CUUR0000SAT,201.33425
2020,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,144.22125
2021,apparel,BLS CPI-U,CUUR0000SAA,120.99266666666666
2021,cpi_all,BLS CPI-U,CUUR0000SA0,270.96975000000003
2021,durables,BLS CPI-U,CUUR0000SAD,116.92333333333333
2021,education_communication,BLS CPI-U,CUUR0000SAE,142.61233333333334
2021,energy,BLS CPI-U,CUUR0000SA0E,238.32483333333334
2021,food,BLS CPI-U,CUUR0000SAF1,277.75558333333333
2021,household_furnishings,BLS CPI-U,CUUR0000SAH3,131.5815
2021,medical_care,BLS CPI-U,CUUR0000SAM,525.2764166666667
2021,new_vehicles,BLS CPI-U,CUUR0000SETA01,156.24041666666668
2021,recreation,BLS CPI-U,CUUR0000SAR,125.17958333333333
2021,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,349.13466666666665
2021,shelter,BLS CPI-U,CUUR0000SAH1,334.57458333333335
2021,transportation,BLS CPI-U,CUUR0000SAT,230.657
2021,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,182.62833333333333
2022,apparel,BLS CPI-U,CUUR0000SAA,127.08075000000001
2022,cpi_all,BLS CPI-U,CUUR0000SA0,292.6549166666667
2022,durables,BLS CPI-U,CUUR0000SAD,128.07691666666668
2022,education_communication,BLS CPI-U,CUUR0000SAE,143.80058333333332
2022,energy,BLS CPI-U,CUUR0000SA0E,298.2656666666667
2022,food,BLS CPI-U,CUUR0000SAF1,305.3876666666667
2022,household_furnishings,BLS CPI-U,CUUR0000SAH3,143.51766666666666
2022,medical_care,BLS CPI-U,CUUR0000SAM,546.5535
2022,new_vehicles,BLS CPI-U,CUUR0000SETA01,172.4801666666667
2022,recreation,BLS CPI-U,CUUR0000SAR,130.84591666666668
2022,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,370.199
2022,shelter,BLS CPI-U,CUUR0000SAH1,354.2353333333333
2022,transportation,BLS CPI-U,CUUR0000SAT,266.32983333333334
2022,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,205.9081666666667
2023,apparel,BLS CPI-U,CUUR0000SAA,130.57866666666666
2023,cpi_all,BLS CPI-U,CUUR0000SA0,304.7015833333333
2023,durables,BLS CPI-U,CUUR0000SAD,126.41516666666666
2023,education_communication,BLS CPI-U,CUUR0000SAE,145.19275000000002
2023,energy,BLS CPI-U,CUUR0000SA0E,283.2855833333333
2023,food,BLS CPI-U,CUUR0000SAF1,322.96483333333333
2023,household_furnishings,BLS CPI-U,CUUR0000SAH3,148.35191666666665
2023,medical_care,BLS CPI-U,CUUR0000SAM,549.0843333333333
2023,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.89874999999998
2023,recreation,BLS CPI-U,CUUR0000SAR,136.10525
2023,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,399.64258333333333
2023,shelter,BLS CPI-U,CUUR0000SAH1,380.6426666666666
2023,transportation,BLS CPI-U,CUUR0000SAT,266.97841666666665
2023,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,191.22208333333333
2024,apparel,BLS CPI-U,CUUR0000SAA,131.48266666666666
2024,cpi_all,BLS CPI-U,CUUR0000SA0,313.6888333333333
2024,durables,BLS CPI-U,CUUR0000SAD,122.83133333333332
2024,education_communication,BLS CPI-U,CUUR0000SAE,146.06266666666667
2024,energy,BLS CPI-U,CUUR0000SA0E,279.5443333333333
2024,food,BLS CPI-U,CUUR0000SAF1,330.26258333333334
2024,household_furnishings,BLS CPI-U,CUUR0000SAH3,147.59733333333335
2024,medical_care,BLS CPI-U,CUUR0000SAM,563.841
2024,new_vehicles,BLS CPI-U,CUUR0000SETA01,177.88649999999998
2024,recreation,BLS CPI-U,CUUR0000SAR,138.158
2024,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,420.05958333333336
2024,shelter,BLS CPI-U,CUUR0000SAH1,400.5614166666667
2024,transportation,BLS CPI-U,CUUR0000SAT,270.68525
2024,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,179.82291666666666
2025,apparel,BLS CPI-U,CUUR0000SAA,131.31081818181818
2025,cpi_all,BLS CPI-U,CUUR0000SA0,321.943
2025,durables,BLS CPI-U,CUUR0000SAD,123.38227272727272
2025,education_communication,BLS CPI-U,CUUR0000SAE,146.742
2025,energy,BLS CPI-U,CUUR0000SA0E,279.35345454545455
2025,food,BLS CPI-U,CUUR0000SAF1,339.51245454545455
2025,household_furnishings,BLS CPI-U,CUUR0000SAH3,151.69027272727274
2025,medical_care,BLS CPI-U,CUUR0000SAM,580.1018181818182
2025,new_vehicles,BLS CPI-U,CUUR0000SETA01,178.46241666666666
2025,recreation,BLS CPI-U,CUUR0000SAR,141.08536363636364
2025,rent_primary_residence,BLS CPI-U,CUUR0000SEHA,434.88899999999995
2025,shelter,BLS CPI-U,CUUR0000SAH1,415.1644545454546
2025,transportation,BLS CPI-U,CUUR0000SAT,272.1120909090909
2025,used_cars_trucks,BLS CPI-U,CUUR0000SETA02,184.931
